motor,doc_id,nombre_pdf,ruta_relativa_repo,ruta_absoluta_pdf,page_index,campo,valor_gold,valor_pred,exactitud_binaria,tiempo_pagina_s,len_texto_pagina,fecha_corrida
tesseract_baseline,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\sol-viat-debedsar-2026.pdf,2,monto_igv,,,N/A,0.0108,1499,2026-04-13
tesseract_baseline,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\sol-viat-debedsar-2026.pdf,2,monto_total,991.70,991.70,1,0.0108,1499,2026-04-13
tesseract_baseline,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\sol-viat-debedsar-2026.pdf,2,ruc_receptor,,,N/A,0.0108,1499,2026-04-13
tesseract_baseline,sol-viat-debedsar-2026,sol-viat-debedsar-2026.pdf,data/piloto_ocr/raw/sol-viat-debedsar-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\sol-viat-debedsar-2026.pdf,2,razon_social_emisor,AMIQUERO AHUI CARLOS FERNANDO,,0,0.0108,1499,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,ruc_emisor,20380795907,,0,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,tipo_documento,nota_pago,,0,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,serie_numero,1792-26-95-2601620,,0,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,fecha_emision,2026-02-10,2026-02-10,1,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,moneda,PEN,PEN,1,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,monto_subtotal,,,N/A,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,monto_igv,,,N/A,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,monto_total,991.70,,0,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,ruc_receptor,,,N/A,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,5,razon_social_emisor,,,N/A,0.0069,1167,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,ruc_emisor,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,tipo_documento,informe_comision,informe_comision,1,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,serie_numero,,00242,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,fecha_emision,2026-02-27,,0,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,moneda,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,monto_subtotal,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,monto_igv,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,monto_total,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,ruc_receptor,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,7,razon_social_emisor,,,N/A,0.0106,2078,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,ruc_emisor,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,tipo_documento,anexo_informe,,0,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,serie_numero,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,fecha_emision,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,moneda,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,monto_subtotal,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,monto_igv,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,monto_total,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,ruc_receptor,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,8,razon_social_emisor,,,N/A,0.0215,1486,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,ruc_emisor,10288513673,10288513673,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,tipo_documento,01,01,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,serie_numero,F001-00001706,,0,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,fecha_emision,2026-02-06,2026-02-06,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,moneda,PEN,PEN,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,monto_subtotal,38.98,,0,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,monto_igv,7.02,7.02,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,monto_total,46.00,46.00,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,ruc_receptor,20380795907,20380795907,1,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,13,razon_social_emisor,RESTAURANT HATUN WASI,FACTURA ELECTRÓNICA,0,0.0076,1022,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,ruc_emisor,10288513673,10288513673,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,tipo_documento,01,01,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,serie_numero,F001-00001707,,0,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,fecha_emision,2026-02-06,2026-02-06,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,moneda,PEN,PEN,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,monto_subtotal,67.80,,0,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,monto_igv,12.20,12.20,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,monto_total,80.00,80.00,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,ruc_receptor,20380795907,20380795907,1,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,15,razon_social_emisor,RESTAURANT HATUN WASI,FACTURA ELECTRÓNICA,0,0.0074,990,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,17,ruc_emisor,10288513673,10288513673,1,0.008,1057,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,17,tipo_documento,01,01,1,0.008,1057,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,17,serie_numero,F001-00001711,,0,0.008,1057,2026-04-13
tesseract_baseline,rend-debedsar-amiquero-2026,rend-debedsar-amiquero-2026.pdf,data/piloto_ocr/raw/rend-debedsar-amiquero-2026.pdf,C:\Users\Hans\Proyectos\vision_rag\data\piloto_ocr\raw\rend-debedsar-amiquero-2026.pdf,17,fecha_emision,2026-02-07,2026-02-07,1,0.008,1057,2026-04-13
